Final Quaternary Strand Length,3-RLL and Knuth,3-RLL and Knuth with Skips,3-RLL and Knuth by blocks
2843,323.0,319.0,170.0
2844,323.0,319.0,170.0
2845,323.0,319.0,170.0
2846,323.0,319.0,170.0
2847,323.0,319.0,170.0
2848,323.0,320.0,170.0
2849,323.0,321.0,170.0
2850,323.0,321.0,170.0
2851,323.0,321.0,170.0
2852,324.0,321.0,170.0
2853,325.0,321.0,170.0
2854,325.0,321.0,170.0
2855,325.0,321.0,170.0
2856,325.0,321.0,170.0
2857,325.0,321.0,170.0
2858,325.0,321.0,170.0
2859,325.0,321.0,171.0
2860,325.0,321.0,171.0
2861,325.0,321.0,171.0
2862,325.0,321.0,171.0
2863,325.0,321.0,171.0
2864,325.0,321.0,171.0
2865,325.0,321.0,171.0
2866,325.0,322.0,171.0
2867,325.0,323.0,171.0
2868,325.0,323.0,171.0
2869,325.0,323.0,171.0
2870,326.0,323.0,171.0
2871,327.0,323.0,171.0
2872,327.0,323.0,171.0
2873,327.0,323.0,171.0
2874,327.0,323.0,171.0
2875,327.0,323.0,171.0
2876,327.0,323.0,172.0
2877,327.0,323.0,172.0
2878,327.0,323.0,172.0
2879,327.0,323.0,172.0
2880,327.0,323.0,172.0
2881,327.0,323.0,172.0
2882,327.0,323.0,172.0
2883,327.0,323.0,172.0
2884,327.0,324.0,172.0
2885,327.0,325.0,172.0
2886,327.0,325.0,172.0
2887,327.0,325.0,172.0
2888,328.0,325.0,172.0
2889,329.0,325.0,172.0
2890,329.0,325.0,172.0
2891,329.0,325.0,172.0
2892,329.0,325.0,172.0
2893,329.0,325.0,173.0
2894,329.0,325.0,173.0
2895,329.0,325.0,173.0
2896,329.0,325.0,173.0
2897,329.0,325.0,173.0
2898,329.0,325.0,173.0
2899,329.0,325.0,173.0
2900,329.0,325.0,173.0
2901,329.0,325.0,173.0
2902,329.0,326.0,173.0
2903,329.0,327.0,173.0
2904,329.0,327.0,173.0
2905,329.0,327.0,173.0
2906,330.0,327.0,173.0
2907,331.0,327.0,173.0
2908,331.0,327.0,173.0
2909,331.0,327.0,173.0
2910,331.0,327.0,174.0
2911,331.0,327.0,174.0
2912,331.0,327.0,174.0
2913,331.0,327.0,174.0
2914,331.0,327.0,174.0
2915,331.0,327.0,174.0
2916,331.0,327.0,174.0
2917,331.0,327.0,174.0
2918,331.0,327.0,174.0
2919,331.0,327.0,174.0
2920,331.0,328.0,174.0
2921,331.0,329.0,174.0
2922,331.0,329.0,174.0
2923,331.0,329.0,174.0
2924,332.0,329.0,174.0
2925,333.0,329.0,174.0
2926,333.0,329.0,174.0
2927,333.0,329.0,175.0
2928,333.0,329.0,175.0
2929,333.0,329.0,175.0
2930,333.0,329.0,175.0
2931,333.0,329.0,175.0
2932,333.0,329.0,175.0
2933,333.0,329.0,175.0
2934,333.0,329.0,175.0
2935,333.0,329.0,175.0
2936,333.0,329.0,175.0
2937,333.0,329.0,175.0
2938,333.0,330.0,175.0
2939,333.0,331.0,175.0
2940,333.0,331.0,175.0
2941,333.0,331.0,175.0
2942,334.0,331.0,175.0
2943,335.0,331.0,175.0
2944,335.0,331.0,176.0
2945,335.0,331.0,176.0
2946,335.0,331.0,176.0
2947,335.0,331.0,176.0
2948,335.0,331.0,176.0
2949,335.0,331.0,176.0
2950,335.0,331.0,176.0
2951,335.0,331.0,176.0
2952,335.0,331.0,176.0
2953,335.0,331.0,176.0
2954,335.0,331.0,176.0
2955,335.0,331.0,176.0
2956,335.0,332.0,176.0
2957,335.0,333.0,176.0
2958,335.0,333.0,176.0
2959,335.0,333.0,176.0
2960,336.0,333.0,176.0
2961,337.0,333.0,177.0
2962,337.0,333.0,177.0
2963,337.0,333.0,177.0
2964,337.0,333.0,177.0
2965,337.0,333.0,177.0
2966,337.0,333.0,177.0
2967,337.0,333.0,177.0
2968,337.0,333.0,177.0
2969,337.0,333.0,177.0
2970,337.0,333.0,177.0
2971,337.0,333.0,177.0
2972,337.0,333.0,177.0
2973,337.0,333.0,177.0
2974,337.0,334.0,177.0
2975,337.0,335.0,177.0
2976,337.0,335.0,177.0
2977,337.0,335.0,177.0
2978,338.0,335.0,178.0
2979,339.0,335.0,178.0
2980,339.0,335.0,178.0
2981,339.0,335.0,178.0
2982,339.0,335.0,178.0
2983,339.0,335.0,178.0
2984,339.0,335.0,178.0
2985,339.0,335.0,178.0
2986,339.0,335.0,178.0
2987,339.0,335.0,178.0
2988,339.0,335.0,178.0
2989,339.0,335.0,178.0
2990,339.0,335.0,178.0
2991,339.0,335.0,178.0
2992,339.0,336.0,178.0
2993,339.0,337.0,178.0
2994,339.0,337.0,178.0
2995,339.0,337.0,179.0
2996,340.0,337.0,179.0
2997,341.0,337.0,179.0
2998,341.0,337.0,179.0
2999,341.0,337.0,179.0
3000,341.0,337.0,179.0
3001,341.0,337.0,179.0
3002,341.0,337.0,179.0
3003,341.0,337.0,179.0
3004,341.0,337.0,179.0
3005,341.0,337.0,179.0
3006,341.0,337.0,179.0
3007,341.0,337.0,179.0
3008,341.0,337.0,179.0
3009,341.0,337.0,179.0
3010,341.0,338.0,179.0
3011,341.0,339.0,179.0
3012,341.0,339.0,180.0
3013,341.0,339.0,180.0
3014,342.0,339.0,180.0
3015,343.0,339.0,180.0
3016,343.0,339.0,180.0
3017,343.0,339.0,180.0
3018,343.0,339.0,180.0
3019,343.0,339.0,180.0
3020,343.0,339.0,180.0
3021,343.0,339.0,180.0
3022,343.0,339.0,180.0
3023,343.0,339.0,180.0
3024,343.0,339.0,180.0
3025,343.0,339.0,180.0
3026,343.0,339.0,180.0
3027,343.0,339.0,180.0
3028,343.0,340.0,180.0
3029,343.0,341.0,181.0
3030,343.0,341.0,181.0
3031,343.0,341.0,181.0
3032,344.0,341.0,181.0
3033,345.0,341.0,181.0
3034,345.0,341.0,181.0
3035,345.0,341.0,181.0
3036,345.0,341.0,181.0
3037,345.0,341.0,181.0
3038,345.0,341.0,181.0
3039,345.0,341.0,181.0
3040,345.0,341.0,181.0
3041,345.0,341.0,181.0
3042,345.0,341.0,181.0
3043,345.0,341.0,181.0
3044,345.0,341.0,181.0
3045,345.0,341.0,181.0
3046,345.0,342.0,182.0
3047,345.0,343.0,182.0
3048,345.0,343.0,182.0
3049,345.0,343.0,182.0
3050,346.0,343.0,182.0
3051,347.0,343.0,182.0
3052,347.0,343.0,182.0
3053,347.0,343.0,182.0
3054,347.0,343.0,182.0
3055,347.0,343.0,182.0
3056,347.0,343.0,182.0
3057,347.0,343.0,182.0
3058,347.0,343.0,182.0
3059,347.0,343.0,182.0
3060,347.0,343.0,182.0
3061,347.0,343.0,182.0
3062,347.0,343.0,182.0
3063,347.0,343.0,183.0
3064,347.0,344.0,183.0
3065,347.0,345.0,183.0
3066,347.0,345.0,183.0
3067,347.0,345.0,183.0
3068,348.0,345.0,183.0
3069,349.0,345.0,183.0
3070,349.0,345.0,183.0
3071,349.0,345.0,183.0
3072,349.0,345.0,183.0
3073,349.0,345.0,183.0
3074,349.0,345.0,183.0
3075,349.0,345.0,183.0
3076,349.0,345.0,183.0
3077,349.0,345.0,183.0
3078,349.0,345.0,183.0
3079,349.0,345.0,183.0
3080,349.0,345.0,184.0
3081,349.0,345.0,184.0
3082,349.0,346.0,184.0
3083,349.0,347.0,184.0
3084,349.0,347.0,184.0
3085,349.0,347.0,184.0
3086,350.0,347.0,184.0
3087,351.0,347.0,184.0
3088,351.0,347.0,184.0
3089,351.0,347.0,184.0
3090,351.0,347.0,184.0
3091,351.0,347.0,184.0
3092,351.0,347.0,184.0
3093,351.0,347.0,184.0
3094,351.0,347.0,184.0
3095,351.0,347.0,184.0
3096,351.0,347.0,184.0
3097,351.0,347.0,185.0
3098,351.0,347.0,185.0
3099,351.0,347.0,185.0
3100,351.0,348.0,185.0
3101,351.0,349.0,185.0
3102,351.0,349.0,185.0
3103,351.0,349.0,185.0
3104,352.0,349.0,185.0
3105,353.0,349.0,185.0
3106,353.0,349.0,185.0
3107,353.0,349.0,185.0
3108,353.0,349.0,185.0
3109,353.0,349.0,185.0
3110,353.0,349.0,185.0
3111,353.0,349.0,185.0
3112,353.0,349.0,185.0
3113,353.0,349.0,185.0
3114,353.0,349.0,186.0
3115,353.0,349.0,186.0
3116,353.0,349.0,186.0
3117,353.0,349.0,186.0
3118,353.0,350.0,186.0
3119,353.0,351.0,186.0
3120,353.0,351.0,186.0
3121,353.0,351.0,186.0
3122,354.0,351.0,186.0
3123,355.0,351.0,186.0
3124,355.0,351.0,186.0
3125,355.0,351.0,186.0
3126,355.0,351.0,186.0
3127,355.0,351.0,186.0
3128,355.0,351.0,186.0
3129,355.0,351.0,186.0
3130,355.0,351.0,186.0
3131,355.0,351.0,187.0
3132,355.0,351.0,187.0
3133,355.0,351.0,187.0
3134,355.0,351.0,187.0
3135,355.0,351.0,187.0
3136,355.0,352.0,187.0
3137,355.0,353.0,187.0
3138,355.0,353.0,187.0
3139,355.0,353.0,187.0
3140,356.0,353.0,187.0
3141,357.0,353.0,187.0
3142,357.0,353.0,187.0
3143,357.0,353.0,187.0
3144,357.0,353.0,187.0
3145,357.0,353.0,187.0
3146,357.0,353.0,187.0
3147,357.0,353.0,187.0
3148,357.0,353.0,188.0
3149,357.0,353.0,188.0
3150,357.0,353.0,188.0
3151,357.0,353.0,188.0
3152,357.0,353.0,188.0
3153,357.0,353.0,188.0
3154,357.0,354.0,188.0
3155,357.0,355.0,188.0
3156,357.0,355.0,188.0
3157,357.0,355.0,188.0
3158,358.0,355.0,188.0
3159,359.0,355.0,188.0
3160,359.0,355.0,188.0
3161,359.0,355.0,188.0
3162,359.0,355.0,188.0
3163,359.0,355.0,188.0
3164,359.0,355.0,188.0
3165,359.0,355.0,189.0
3166,359.0,355.0,189.0
3167,359.0,355.0,189.0
3168,359.0,355.0,189.0
3169,359.0,355.0,189.0
3170,359.0,355.0,189.0
3171,359.0,355.0,189.0
3172,359.0,356.0,189.0
3173,359.0,357.0,189.0
3174,359.0,357.0,189.0
3175,359.0,357.0,189.0
3176,360.0,357.0,189.0
3177,361.0,357.0,189.0
3178,361.0,357.0,189.0
3179,361.0,357.0,189.0
3180,361.0,357.0,189.0
3181,361.0,357.0,189.0
3182,361.0,357.0,190.0
3183,361.0,357.0,190.0
3184,361.0,357.0,190.0
3185,361.0,357.0,190.0
3186,361.0,357.0,190.0
3187,361.0,357.0,190.0
3188,361.0,357.0,190.0
3189,361.0,357.0,190.0
3190,361.0,358.0,190.0
3191,361.0,359.0,190.0
3192,361.0,359.0,190.0
3193,361.0,359.0,190.0
3194,362.0,359.0,190.0
3195,363.0,359.0,190.0
3196,363.0,359.0,190.0
3197,363.0,359.0,190.0
3198,363.0,359.0,190.0
3199,363.0,359.0,191.0
3200,363.0,359.0,191.0
3201,363.0,359.0,191.0
3202,363.0,359.0,191.0
3203,363.0,359.0,191.0
3204,363.0,359.0,191.0
3205,363.0,359.0,191.0
3206,363.0,359.0,191.0
3207,363.0,359.0,191.0
3208,363.0,360.0,191.0
3209,363.0,361.0,191.0
3210,363.0,361.0,191.0
3211,363.0,361.0,191.0
3212,364.0,361.0,191.0
3213,365.0,361.0,191.0
3214,365.0,361.0,191.0
3215,365.0,361.0,191.0
3216,365.0,361.0,192.0
3217,365.0,361.0,192.0
3218,365.0,361.0,192.0
3219,365.0,361.0,192.0
3220,365.0,361.0,192.0
3221,365.0,361.0,192.0
3222,365.0,361.0,192.0
3223,365.0,361.0,192.0
3224,365.0,361.0,192.0
3225,365.0,361.0,192.0
3226,365.0,362.0,192.0
3227,365.0,363.0,192.0
3228,365.0,363.0,192.0
3229,365.0,363.0,192.0
3230,366.0,363.0,192.0
3231,367.0,363.0,192.0
3232,367.0,363.0,192.0
3233,367.0,363.0,193.0
3234,367.0,363.0,193.0
3235,367.0,363.0,193.0
3236,367.0,363.0,193.0
3237,367.0,363.0,193.0
3238,367.0,363.0,193.0
3239,367.0,363.0,193.0
3240,367.0,363.0,193.0
3241,367.0,363.0,193.0
3242,367.0,363.0,193.0
3243,367.0,363.0,193.0
3244,367.0,364.0,193.0
3245,367.0,365.0,193.0
3246,367.0,365.0,193.0
3247,367.0,365.0,193.0
3248,368.0,365.0,193.0
3249,369.0,365.0,193.0
3250,369.0,365.0,194.0
3251,369.0,365.0,194.0
3252,369.0,365.0,194.0
3253,369.0,365.0,194.0
3254,369.0,365.0,194.0
3255,369.0,365.0,194.0
3256,369.0,365.0,194.0
3257,369.0,365.0,194.0
3258,369.0,365.0,194.0
3259,369.0,365.0,194.0
3260,369.0,365.0,194.0
3261,369.0,365.0,194.0
3262,369.0,366.0,194.0
3263,369.0,367.0,194.0
3264,369.0,367.0,194.0
3265,369.0,367.0,194.0
3266,370.0,367.0,194.0
3267,371.0,367.0,195.0
3268,371.0,367.0,195.0
3269,371.0,367.0,195.0
3270,371.0,367.0,195.0
3271,371.0,367.0,195.0
3272,371.0,367.0,195.0
3273,371.0,367.0,195.0
3274,371.0,367.0,195.0
3275,371.0,367.0,195.0
3276,371.0,367.0,195.0
3277,371.0,367.0,195.0
3278,371.0,367.0,195.0
3279,371.0,367.0,195.0
3280,371.0,368.0,195.0
3281,371.0,369.0,195.0
3282,371.0,369.0,195.0
3283,371.0,369.0,195.0
3284,372.0,369.0,196.0
3285,373.0,369.0,196.0
3286,373.0,369.0,196.0
3287,373.0,369.0,196.0
3288,373.0,369.0,196.0
3289,373.0,369.0,196.0
3290,373.0,369.0,196.0
3291,373.0,369.0,196.0
3292,373.0,369.0,196.0
3293,373.0,369.0,196.0
3294,373.0,369.0,196.0
3295,373.0,369.0,196.0
3296,373.0,369.0,196.0
3297,373.0,369.0,196.0
3298,373.0,370.0,196.0
3299,373.0,371.0,196.0
3300,373.0,371.0,196.0
3301,373.0,371.0,197.0
3302,374.0,371.0,197.0
3303,375.0,371.0,197.0
3304,375.0,371.0,197.0
3305,375.0,371.0,197.0
3306,375.0,371.0,197.0
3307,375.0,371.0,197.0
3308,375.0,371.0,197.0
3309,375.0,371.0,197.0
3310,375.0,371.0,197.0
3311,375.0,371.0,197.0
3312,375.0,371.0,197.0
3313,375.0,371.0,197.0
3314,375.0,371.0,197.0
3315,375.0,371.0,197.0
3316,375.0,372.0,197.0
3317,375.0,373.0,197.0
3318,375.0,373.0,198.0
3319,375.0,373.0,198.0
3320,376.0,373.0,198.0
3321,377.0,373.0,198.0
3322,377.0,373.0,198.0
3323,377.0,373.0,198.0
3324,377.0,373.0,198.0
3325,377.0,373.0,198.0
3326,377.0,373.0,198.0
3327,377.0,373.0,198.0
3328,377.0,373.0,198.0
3329,377.0,373.0,198.0
3330,377.0,373.0,198.0
3331,377.0,373.0,198.0
3332,377.0,373.0,198.0
3333,377.0,373.0,198.0
3334,377.0,374.0,198.0
3335,377.0,375.0,199.0
3336,377.0,375.0,199.0
3337,377.0,375.0,199.0
3338,378.0,375.0,199.0
3339,379.0,375.0,199.0
3340,379.0,375.0,199.0
3341,379.0,375.0,199.0
3342,379.0,375.0,199.0
3343,379.0,375.0,199.0
3344,379.0,375.0,199.0
3345,379.0,375.0,199.0
3346,379.0,375.0,199.0
3347,379.0,375.0,199.0
3348,379.0,375.0,199.0
3349,379.0,375.0,199.0
3350,379.0,375.0,199.0
3351,379.0,375.0,199.0
3352,379.0,376.0,200.0
3353,379.0,377.0,200.0
3354,379.0,377.0,200.0
3355,379.0,377.0,200.0
3356,380.0,377.0,200.0
3357,381.0,377.0,200.0
3358,381.0,377.0,200.0
3359,381.0,377.0,200.0
3360,381.0,377.0,200.0
3361,381.0,377.0,200.0
3362,381.0,377.0,200.0
3363,381.0,377.0,200.0
3364,381.0,377.0,200.0
3365,381.0,377.0,200.0
3366,381.0,377.0,200.0
3367,381.0,377.0,200.0
3368,381.0,377.0,200.0
3369,381.0,377.0,201.0
3370,381.0,378.0,201.0
3371,381.0,379.0,201.0
3372,381.0,379.0,201.0
3373,381.0,379.0,201.0
3374,382.0,379.0,201.0
3375,383.0,379.0,201.0
3376,383.0,379.0,201.0
3377,383.0,379.0,201.0
3378,383.0,379.0,201.0
3379,383.0,379.0,201.0
3380,383.0,379.0,201.0
3381,383.0,379.0,201.0
3382,383.0,379.0,201.0
3383,383.0,379.0,201.0
3384,383.0,379.0,201.0
3385,383.0,379.0,201.0
3386,383.0,379.0,202.0
3387,383.0,379.0,202.0
3388,383.0,380.0,202.0
3389,383.0,381.0,202.0
3390,383.0,381.0,202.0
3391,383.0,381.0,202.0
3392,384.0,381.0,202.0
3393,385.0,381.0,202.0
3394,385.0,381.0,202.0
3395,385.0,381.0,202.0
3396,385.0,381.0,202.0
3397,385.0,381.0,202.0
3398,385.0,381.0,202.0
3399,385.0,381.0,202.0
3400,385.0,381.0,202.0
3401,385.0,381.0,202.0
3402,385.0,381.0,202.0
3403,385.0,381.0,203.0
3404,385.0,381.0,203.0
3405,385.0,381.0,203.0
3406,385.0,382.0,203.0
3407,385.0,383.0,203.0
3408,385.0,383.0,203.0
3409,385.0,383.0,203.0
3410,386.0,383.0,203.0
3411,387.0,383.0,203.0
3412,387.0,383.0,203.0
3413,387.0,383.0,203.0
3414,387.0,383.0,203.0
3415,387.0,383.0,203.0
3416,387.0,383.0,203.0
3417,387.0,383.0,203.0
3418,387.0,383.0,203.0
3419,387.0,383.0,203.0
3420,387.0,383.0,204.0
3421,387.0,383.0,204.0
3422,387.0,383.0,204.0
3423,387.0,383.0,204.0
3424,387.0,384.0,204.0
3425,387.0,385.0,204.0
3426,387.0,385.0,204.0
3427,387.0,385.0,204.0
3428,388.0,385.0,204.0
3429,389.0,385.0,204.0
3430,389.0,385.0,204.0
3431,389.0,385.0,204.0
3432,389.0,385.0,204.0
3433,389.0,385.0,204.0
3434,389.0,385.0,204.0
3435,389.0,385.0,204.0
3436,389.0,385.0,204.0
3437,389.0,385.0,205.0
3438,389.0,385.0,205.0
3439,389.0,385.0,205.0
3440,389.0,385.0,205.0
3441,389.0,385.0,205.0
3442,389.0,386.0,205.0
3443,389.0,387.0,205.0
3444,389.0,387.0,205.0
3445,389.0,387.0,205.0
3446,390.0,387.0,205.0
3447,391.0,387.0,205.0
3448,391.0,387.0,205.0
3449,391.0,387.0,205.0
3450,391.0,387.0,205.0
3451,391.0,387.0,205.0
3452,391.0,387.0,205.0
3453,391.0,387.0,205.0
3454,391.0,387.0,206.0
3455,391.0,387.0,206.0
3456,391.0,387.0,206.0
3457,391.0,387.0,206.0
3458,391.0,387.0,206.0
3459,391.0,387.0,206.0
3460,391.0,388.0,206.0
3461,391.0,389.0,206.0
3462,391.0,389.0,206.0
3463,391.0,389.0,206.0
3464,392.0,389.0,206.0
3465,393.0,389.0,206.0
3466,393.0,389.0,206.0
3467,393.0,389.0,206.0
3468,393.0,389.0,206.0
3469,393.0,389.0,206.0
3470,393.0,389.0,206.0
3471,393.0,389.0,207.0
3472,393.0,389.0,207.0
3473,393.0,389.0,207.0
3474,393.0,389.0,207.0
3475,393.0,389.0,207.0
3476,393.0,389.0,207.0
3477,393.0,389.0,207.0
3478,393.0,390.0,207.0
3479,393.0,391.0,207.0
3480,393.0,391.0,207.0
3481,393.0,391.0,207.0
3482,394.0,391.0,207.0
3483,395.0,391.0,207.0
3484,395.0,391.0,207.0
3485,395.0,391.0,207.0
3486,395.0,391.0,207.0
3487,395.0,391.0,207.0
3488,395.0,391.0,208.0
3489,395.0,391.0,208.0
3490,395.0,391.0,208.0
3491,395.0,391.0,208.0
3492,395.0,391.0,208.0
3493,395.0,391.0,208.0
3494,395.0,391.0,208.0
3495,395.0,391.0,208.0
3496,395.0,392.0,208.0
3497,395.0,393.0,208.0
3498,395.0,393.0,208.0
3499,395.0,393.0,208.0
3500,396.0,393.0,208.0
3501,397.0,393.0,208.0
3502,397.0,393.0,208.0
3503,397.0,393.0,208.0
3504,397.0,393.0,208.0
3505,397.0,393.0,209.0
3506,397.0,393.0,209.0
3507,397.0,393.0,209.0
3508,397.0,393.0,209.0
3509,397.0,393.0,209.0
3510,397.0,393.0,209.0
3511,397.0,393.0,209.0
3512,397.0,393.0,209.0
3513,397.0,393.0,209.0
3514,397.0,394.0,209.0
3515,397.0,395.0,209.0
3516,397.0,395.0,209.0
3517,397.0,395.0,209.0
3518,398.0,395.0,209.0
3519,399.0,395.0,209.0
3520,399.0,395.0,209.0
3521,399.0,395.0,209.0
3522,399.0,395.0,210.0
3523,399.0,395.0,210.0
3524,399.0,395.0,210.0
3525,399.0,395.0,210.0
3526,399.0,395.0,210.0
3527,399.0,395.0,210.0
3528,399.0,395.0,210.0
3529,399.0,395.0,210.0
3530,399.0,395.0,210.0
3531,399.0,395.0,210.0
3532,399.0,396.0,210.0
3533,399.0,397.0,210.0
3534,399.0,397.0,210.0
3535,399.0,397.0,210.0
3536,400.0,397.0,210.0
3537,401.0,397.0,210.0
3538,401.0,397.0,210.0
3539,401.0,397.0,211.0
3540,401.0,397.0,211.0
3541,401.0,397.0,211.0
3542,401.0,397.0,211.0
3543,401.0,397.0,211.0
3544,401.0,397.0,211.0
3545,401.0,397.0,211.0
3546,401.0,397.0,211.0
3547,401.0,397.0,211.0
3548,401.0,397.0,211.0
3549,401.0,397.0,211.0
3550,401.0,398.0,211.0
3551,401.0,399.0,211.0
3552,401.0,399.0,211.0
3553,401.0,399.0,211.0
3554,402.0,399.0,211.0
3555,403.0,399.0,211.0
3556,403.0,399.0,212.0
3557,403.0,399.0,212.0
3558,403.0,399.0,212.0
3559,403.0,399.0,212.0
3560,403.0,399.0,212.0
3561,403.0,399.0,212.0
3562,403.0,399.0,212.0
3563,403.0,399.0,212.0
3564,403.0,399.0,212.0
3565,403.0,399.0,212.0
3566,403.0,399.0,212.0
3567,403.0,399.0,212.0
3568,403.0,400.0,212.0
3569,403.0,401.0,212.0
3570,403.0,401.0,212.0
3571,403.0,401.0,212.0
3572,404.0,401.0,212.0
3573,405.0,401.0,213.0
3574,405.0,401.0,213.0
3575,405.0,401.0,213.0
3576,405.0,401.0,213.0
3577,405.0,401.0,213.0
3578,405.0,401.0,213.0
3579,405.0,401.0,213.0
3580,405.0,401.0,213.0
3581,405.0,401.0,213.0
3582,405.0,401.0,213.0
3583,405.0,401.0,213.0
3584,405.0,401.0,213.0
3585,405.0,401.0,213.0
3586,405.0,402.0,213.0
3587,405.0,403.0,213.0
3588,405.0,403.0,213.0
3589,405.0,403.0,213.0
3590,406.0,403.0,214.0
3591,407.0,403.0,214.0
3592,407.0,403.0,214.0
3593,407.0,403.0,214.0
3594,407.0,403.0,214.0
3595,407.0,403.0,214.0
3596,407.0,403.0,214.0
3597,407.0,403.0,214.0
3598,407.0,403.0,214.0
3599,407.0,403.0,214.0
3600,407.0,403.0,214.0
3601,407.0,403.0,214.0
3602,407.0,403.0,214.0
3603,407.0,403.0,214.0
3604,407.0,404.0,214.0
3605,407.0,405.0,214.0
3606,407.0,405.0,214.0
3607,407.0,405.0,215.0
3608,408.0,405.0,215.0
3609,409.0,405.0,215.0
3610,409.0,405.0,215.0
3611,409.0,405.0,215.0
3612,409.0,405.0,215.0
3613,409.0,405.0,215.0
3614,409.0,405.0,215.0
3615,409.0,405.0,215.0
3616,409.0,405.0,215.0
3617,409.0,405.0,215.0
3618,409.0,405.0,215.0
3619,409.0,405.0,215.0
3620,409.0,405.0,215.0
3621,409.0,405.0,215.0
3622,409.0,406.0,215.0
3623,409.0,407.0,215.0
3624,409.0,407.0,216.0
3625,409.0,407.0,216.0
3626,410.0,407.0,216.0
3627,411.0,407.0,216.0
3628,411.0,407.0,216.0
3629,411.0,407.0,216.0
3630,411.0,407.0,216.0
3631,411.0,407.0,216.0
3632,411.0,407.0,216.0
3633,411.0,407.0,216.0
3634,411.0,407.0,216.0
3635,411.0,407.0,216.0
3636,411.0,407.0,216.0
3637,411.0,407.0,216.0
3638,411.0,407.0,216.0
3639,411.0,407.0,216.0
3640,411.0,408.0,216.0
3641,411.0,409.0,217.0
3642,411.0,409.0,217.0
3643,411.0,409.0,217.0
3644,412.0,409.0,217.0
3645,413.0,409.0,217.0
3646,413.0,409.0,217.0
3647,413.0,409.0,217.0
3648,413.0,409.0,217.0
3649,413.0,409.0,217.0
3650,413.0,409.0,217.0
3651,413.0,409.0,217.0
3652,413.0,409.0,217.0
3653,413.0,409.0,217.0
3654,413.0,409.0,217.0
3655,413.0,409.0,217.0
3656,413.0,409.0,217.0
3657,413.0,409.0,217.0
3658,413.0,410.0,218.0
3659,413.0,411.0,218.0
3660,413.0,411.0,218.0
3661,413.0,411.0,218.0
3662,414.0,411.0,218.0
3663,415.0,411.0,218.0
3664,415.0,411.0,218.0
3665,415.0,411.0,218.0
3666,415.0,411.0,218.0
3667,415.0,411.0,218.0
3668,415.0,411.0,218.0
3669,415.0,411.0,218.0
3670,415.0,411.0,218.0
3671,415.0,411.0,218.0
3672,415.0,411.0,218.0
3673,415.0,411.0,218.0
3674,415.0,411.0,218.0
3675,415.0,411.0,219.0
3676,415.0,412.0,219.0
3677,415.0,413.0,219.0
3678,415.0,413.0,219.0
3679,415.0,413.0,219.0
3680,416.0,413.0,219.0
3681,417.0,413.0,219.0
3682,417.0,413.0,219.0
3683,417.0,413.0,219.0
3684,417.0,413.0,219.0
3685,417.0,413.0,219.0
3686,417.0,413.0,219.0
3687,417.0,413.0,219.0
3688,417.0,413.0,219.0
3689,417.0,413.0,219.0
3690,417.0,413.0,219.0
3691,417.0,413.0,219.0
3692,417.0,413.0,220.0
3693,417.0,413.0,220.0
3694,417.0,414.0,220.0
3695,417.0,415.0,220.0
3696,417.0,415.0,220.0
3697,417.0,415.0,220.0
3698,418.0,415.0,220.0
3699,419.0,415.0,220.0
3700,419.0,415.0,220.0
3701,419.0,415.0,220.0
3702,419.0,415.0,220.0
3703,419.0,415.0,220.0
3704,419.0,415.0,220.0
3705,419.0,415.0,220.0
3706,419.0,415.0,220.0
3707,419.0,415.0,220.0
3708,419.0,415.0,220.0
3709,419.0,415.0,221.0
3710,419.0,415.0,221.0
3711,419.0,415.0,221.0
3712,419.0,416.0,221.0
3713,419.0,417.0,221.0
3714,419.0,417.0,221.0
3715,419.0,417.0,221.0
3716,420.0,417.0,221.0
3717,421.0,417.0,221.0
3718,421.0,417.0,221.0
3719,421.0,417.0,221.0
3720,421.0,417.0,221.0
3721,421.0,417.0,221.0
3722,421.0,417.0,221.0
3723,421.0,417.0,221.0
3724,421.0,417.0,221.0
3725,421.0,417.0,221.0
3726,421.0,417.0,222.0
3727,421.0,417.0,222.0
3728,421.0,417.0,222.0
3729,421.0,417.0,222.0
3730,421.0,418.0,222.0
3731,421.0,419.0,222.0
3732,421.0,419.0,222.0
3733,421.0,419.0,222.0
3734,422.0,419.0,222.0
3735,423.0,419.0,222.0
3736,423.0,419.0,222.0
3737,423.0,419.0,222.0
3738,423.0,419.0,222.0
3739,423.0,419.0,222.0
3740,423.0,419.0,222.0
3741,423.0,419.0,222.0
3742,423.0,419.0,222.0
3743,423.0,419.0,223.0
3744,423.0,419.0,223.0
3745,423.0,419.0,223.0
3746,423.0,419.0,223.0
3747,423.0,419.0,223.0
3748,423.0,420.0,223.0
3749,423.0,421.0,223.0
3750,423.0,421.0,223.0
3751,423.0,421.0,223.0
3752,424.0,421.0,223.0
3753,425.0,421.0,223.0
3754,425.0,421.0,223.0
3755,425.0,421.0,223.0
3756,425.0,421.0,223.0
3757,425.0,421.0,223.0
3758,425.0,421.0,223.0
3759,425.0,421.0,223.0
3760,425.0,421.0,224.0
3761,425.0,421.0,224.0
3762,425.0,421.0,224.0
3763,425.0,421.0,224.0
3764,425.0,421.0,224.0
3765,425.0,421.0,224.0
3766,425.0,422.0,224.0
3767,425.0,423.0,224.0
3768,425.0,423.0,224.0
3769,425.0,423.0,224.0
3770,426.0,423.0,224.0
3771,427.0,423.0,224.0
